Target Word,AI Prediction,Rule-Based Prediction,Entropy Prediction,Steps
RAHİM,RAHİM,RAHİM,RAHİM,4
RAHİM,RAHİM,RAHİM,RAHİM,5
RAHİM,RAHİM,RAHİM,RAHİM,6
ANTEP,HANDE,ŞAHNE,SAHNE,1
ANTEP,ARENA,ANKET,ANKET,2
ANTEP,ANTET,ANTEP,ANTEP,3
ANTEP,ANTEP,ANTEP,ANTEP,4
ANTEP,ANTEP,ANTEP,ANTEP,5
ANTEP,ANTEP,ANTEP,ANTEP,6
GÜNEŞ,DENGE,BOCCE,TELİN,1
GÜNEŞ,GÖNEN,NİTEL,DÖNEM,2
GÜNEŞ,GÜNEŞ,FÜZEN,GÜNEŞ,3
GÜNEŞ,GÜNEŞ,GÜNEŞ,GÜNEŞ,4
GÜNEŞ,GÜNEŞ,GÜNEŞ,GÜNEŞ,5
GÜNEŞ,GÜNEŞ,GÜNEŞ,GÜNEŞ,6
BETON,KEŞEN,ŞİRİN,KİREN,1
BETON,ÇEPİN,BÜKEN,MELON,2
BETON,MELON,BETON,BEŞON,3
BETON,BETON,BETON,BETON,4
BETON,BETON,BETON,BETON,5
BETON,BETON,BETON,BETON,6
İŞLİK,İTLİK,İŞLİK,İKLİM,1
İŞLİK,İPLİK,İŞLİK,İÇLİK,2
İŞLİK,İĞLİK,İŞLİK,İĞLİK,3
İŞLİK,İŞLİK,İŞLİK,İPLİK,4
İŞLİK,İŞLİK,İŞLİK,İŞLİK,5
İŞLİK,İŞLİK,İŞLİK,İŞLİK,6
TUTKU,KANCA,TAHİN,TARİK,1
TUTKU,TEMEK,TUZSU,TEKME,2
TUTKU,TIKIR,TUTKU,TIPKI,3
TUTKU,TUTKU,TUTKU,TUTKU,4
TUTKU,TUTKU,TUTKU,TUTKU,5
TUTKU,TUTKU,TUTKU,TUTKU,6
MAHUT,MARDA,SAVAP,KATIR,1
MAHUT,MASAT,KAHTA,HASAT,2
MAHUT,MAMUT,ZAHİT,ŞAHİT,3
MAHUT,MABUT,MAHUT,MAHUT,4
MAHUT,MAHUT,MAHUT,MAHUT,5
MAHUT,MAHUT,MAHUT,MAHUT,6
BULAŞ,MARDA,YARDA,KARLI,1
BULAŞ,ÇOLAK,KUŞAK,MOLAS,2
BULAŞ,ALLAH,BULAŞ,AHLAF,3
BULAŞ,YULAF,BULAŞ,BULAŞ,4
BULAŞ,GULAŞ,BULAŞ,BULAŞ,5
BULAŞ,BULAŞ,BULAŞ,BULAŞ,6
DEYİM,SELEF,KOKUŞ,MELİK,1
DEYİM,CEPHE,FİTNE,NESİM,2
DEYİM,KEMİK,CEHİL,YETİM,3
DEYİM,MEŞİN,SEYİS,DEYİM,4
DEYİM,DEVİM,DEYİM,DEYİM,5
DEYİM,DEYİM,DEYİM,DEYİM,6
TÜRKÜ,TENGE,TÜMÖR,TURNE,1
TÜRKÜ,TURŞU,TÜRBE,TIRIK,2
TÜRKÜ,TIRIS,TÜRKÜ,TÜRKÜ,3
TÜRKÜ,TÖRPÜ,TÜRKÜ,TÜRKÜ,4
TÜRKÜ,TÜRKÜ,TÜRKÜ,TÜRKÜ,5
TÜRKÜ,TÜRKÜ,TÜRKÜ,TÜRKÜ,6
BEKAR,KAPAK,KEMAN,TARAK,1
BEKAR,AKLAN,REKAT,BEKAR,2
BEKAR,ÇIKAR,DEKAR,BEKAR,3
BEKAR,EFKAR,BEKAR,BEKAR,4
BEKAR,DEKAR,BEKAR,BEKAR,5
BEKAR,BEKAR,BEKAR,BEKAR,6
YAVRU,YAĞAR,YAZIR,YAĞIR,1
YAVRU,YAVRU,YAVRU,YAVRU,2
YAVRU,YAVRU,YAVRU,YAVRU,3
YAVRU,YAVRU,YAVRU,YAVRU,4
YAVRU,YAVRU,YAVRU,YAVRU,5
YAVRU,YAVRU,YAVRU,YAVRU,6
KISKA,KALAK,KUZEY,MALİK,1
KISKA,KONMA,KALBİ,KOTAN,2
KISKA,KISKA,KISAS,KISKA,3
KISKA,KISKA,KISMA,KISKA,4
KISKA,KISKA,KISSA,KISKA,5
KISKA,KISKA,KISKA,KISKA,6
LEZİZ,ŞERİF,MESAİ,SERİM,1
LEZİZ,SELİM,ÇEŞİT,TELİN,2
LEZİZ,TECİL,NEVİR,CEHİL,3
LEZİZ,LEZİZ,ZELİL,LEZİZ,4
LEZİZ,LEZİZ,LEZİZ,LEZİZ,5
LEZİZ,LEZİZ,LEZİZ,LEZİZ,6
SÜBUT,KESİF,TUNİK,SERİK,1
SÜBUT,SÜRÜŞ,SÜCUT,SÜTUN,2
SÜBUT,SÜTSÜ,SÜBUT,SÜBUT,3
SÜBUT,SÜCUT,SÜBUT,SÜBUT,4
SÜBUT,SÜBUT,SÜBUT,SÜBUT,5
SÜBUT,SÜBUT,SÜBUT,SÜBUT,6
PORTO,KANCA,İHVAN,TARİK,1
PORTO,PİRİT,DOĞUŞ,PORTO,2
PORTO,PORTO,KOPOY,PORTO,3
PORTO,PORTO,PORTO,PORTO,4
PORTO,PORTO,PORTO,PORTO,5
PORTO,PORTO,PORTO,PORTO,6
SINMA,SARMA,DRAMA,YASMA,1
SINMA,SINMA,SUSMA,SIÇMA,2
SINMA,SINMA,SATMA,SIĞMA,3
SINMA,SINMA,SIÇMA,SINMA,4
SINMA,SINMA,SIZMA,SINMA,5
SINMA,SINMA,SINMA,SINMA,6
GARAJ,KANCA,KANKA,KALIT,1
GARAJ,PASAJ,BASİL,HARİS,2
GARAJ,GARAJ,FARAŞ,YARAŞ,3
GARAJ,GARAJ,GARAZ,BARAN,4
GARAJ,GARAJ,GARAJ,GARAZ,5
GARAJ,GARAJ,GARAJ,GARAJ,6
EYTAM,SALAH,HELAL,SALİM,1
EYTAM,AĞNAM,ESPAS,DEVAM,2
EYTAM,DEVAM,ECDAT,EYTAM,3
EYTAM,EYTAM,EYTAM,EYTAM,4
EYTAM,EYTAM,EYTAM,EYTAM,5
EYTAM,EYTAM,EYTAM,EYTAM,6
YURDU,MAADA,ODSUZ,MEDAR,1
YURDU,KERDE,KUDÜM,BORDO,2
YURDU,BORDO,HURDA,YURDU,3
YURDU,YURDU,YURDU,YURDU,4
YURDU,YURDU,YURDU,YURDU,5
YURDU,YURDU,YURDU,YURDU,6
NİŞAN,HARİM,NAŞİR,TAHİR,1
NİŞAN,CİDAL,NİŞAN,LİMAN,2
NİŞAN,NİŞAN,NİŞAN,DİVAN,3
NİŞAN,NİŞAN,NİŞAN,ÇİGAN,4
NİŞAN,NİŞAN,NİŞAN,NİSAN,5
NİŞAN,NİŞAN,NİŞAN,NİŞAN,6
AYMAK,ATMAK,KOZAK,SUMAK,1
AYMAK,AHMAK,BURAK,OYMAK,2
AYMAK,AĞMAK,AKSAK,AYMAK,3
AYMAK,AKMAK,AHMAK,AYMAK,4
AYMAK,ANMAK,AĞMAK,AYMAK,5
AYMAK,ASMAK,ATMAK,AYMAK,6
SIMAK,AÇMAK,ŞİMAL,KAMİL,1
SIMAK,DAMAK,SAMAN,SOMAK,2
SIMAK,ONMAK,SIMAK,SIMAK,3
SIMAK,IHMAK,SIMAK,SIMAK,4
SIMAK,SIMAK,SIMAK,SIMAK,5
SIMAK,SIMAK,SIMAK,SIMAK,6
HADDE,BARAN,MATUH,TİRAN,1
HADDE,HASIM,BAHAR,HASIM,2
HADDE,HAŞİŞ,HADDE,HABBE,3
HADDE,HAVUT,HADDE,HADDE,4
HADDE,HADDE,HADDE,HADDE,5
HADDE,HADDE,HADDE,HADDE,6
BAMYA,SARMA,SAĞMA,SARMA,1
BAMYA,MANİA,MAHYA,MALYA,2
BAMYA,ÇAMÇA,BAMYA,BAMYA,3
BAMYA,DAMLA,BAMYA,BAMYA,4
BAMYA,BAMYA,BAMYA,BAMYA,5
BAMYA,BAMYA,BAMYA,BAMYA,6
DURMA,MARDA,RUHÇA,MALİK,1
DURMA,DURMA,KURYA,SORMA,2
DURMA,DURMA,VURMA,DURMA,3
DURMA,DURMA,DURMA,DURMA,4
DURMA,DURMA,DURMA,DURMA,5
DURMA,DURMA,DURMA,DURMA,6
HASET,HARBE,ESSAH,HAREM,1
HASET,HASET,HASEP,HASET,2
HASET,HASET,HASET,HASET,3
HASET,HASET,HASET,HASET,4
HASET,HASET,HASET,HASET,5
HASET,HASET,HASET,HASET,6
İDRAR,KANCA,SIKÇA,TARİK,1
İDRAR,AHŞAP,MANTİ,FİRMA,2
İDRAR,İFRAT,İŞYAR,İDRAR,3
İDRAR,İDRAR,İDRAR,İDRAR,4
İDRAR,İDRAR,İDRAR,İDRAR,5
İDRAR,İDRAR,İDRAR,İDRAR,6
GRENA,ARAMA,AMPER,MUARE,1
GRENA,GRENA,ÜSERA,ARPEJ,2
GRENA,GRENA,GRENA,GRENA,3
GRENA,GRENA,GRENA,GRENA,4
GRENA,GRENA,GRENA,GRENA,5
GRENA,GRENA,GRENA,GRENA,6
İLKİN,SAKAK,EĞLEK,SALİK,1
İLKİN,ÇEKÇE,BAKLA,TEKİL,2
İLKİN,FİKRİ,LİKÖR,İLKİN,3
İLKİN,İLKİN,İLKİN,İLKİN,4
İLKİN,İLKİN,İLKİN,İLKİN,5
İLKİN,İLKİN,İLKİN,İLKİN,6
CİDDİ,KELEK,HÖDÜK,MELİK,1
CİDDİ,DİNGO,NEDBE,DİNGİ,2
CİDDİ,CİDDİ,GİDİŞ,CİDDİ,3
CİDDİ,CİDDİ,CİDDİ,CİDDİ,4
CİDDİ,CİDDİ,CİDDİ,CİDDİ,5
CİDDİ,CİDDİ,CİDDİ,CİDDİ,6
KAİDE,KERKİ,İPUCU,KERİM,1
KAİDE,KAİDE,ZIMNİ,KAİDE,2
KAİDE,KAİDE,KEŞİŞ,KAİDE,3
KAİDE,KAİDE,KAİDE,KAİDE,4
KAİDE,KAİDE,KAİDE,KAİDE,5
KAİDE,KAİDE,KAİDE,KAİDE,6
ÖLMEZ,TEMİZ,ZÜYUF,DENİZ,1
ÖLMEZ,ÇÖMEZ,MİKOZ,ÇÖMEZ,2
ÖLMEZ,ÖLMEZ,ÇÖMEZ,ÖLMEZ,3
ÖLMEZ,ÖLMEZ,ÖLMEZ,ÖLMEZ,4
ÖLMEZ,ÖLMEZ,ÖLMEZ,ÖLMEZ,5
ÖLMEZ,ÖLMEZ,ÖLMEZ,ÖLMEZ,6
İÇLİK,MARDA,ARTIN,TARİK,1
İÇLİK,KILIK,MUŞLU,İLMİK,2
İÇLİK,İPLİK,POLİS,İÇLİK,3
İÇLİK,İTLİK,İKLİL,İÇLİK,4
İÇLİK,İĞLİK,İÇLİK,İÇLİK,5
İÇLİK,İŞLİK,İÇLİK,İÇLİK,6
NİKAP,İKBAL,CİDAR,İRFAN,1
NİKAP,KİTAP,LİSAN,NİHAİ,2
NİKAP,NİKAP,NİYAZ,NİKAP,3
NİKAP,NİKAP,NİHAİ,NİKAP,4
NİKAP,NİKAP,NİKAP,NİKAP,5
NİKAP,NİKAP,NİKAP,NİKAP,6
ÇALIM,ÇAKIL,ÇAKIN,ÇITAK,1
ÇALIM,ÇALIM,ÇAŞIT,ÇALIM,2
ÇALIM,ÇALIM,ÇALIM,ÇALIM,3
ÇALIM,ÇALIM,ÇALIM,ÇALIM,4
ÇALIM,ÇALIM,ÇALIM,ÇALIM,5
ÇALIM,ÇALIM,ÇALIM,ÇALIM,6
BALON,ABLAK,BÖLÜK,KALBİ,1
BALON,BALİĞ,BALDO,BALON,2
BALON,BALON,BALOZ,BALON,3
BALON,BALON,BALON,BALON,4
BALON,BALON,BALON,BALON,5
BALON,BALON,BALON,BALON,6
GENİŞ,KAMAN,YUNAN,SAKİN,1
GENİŞ,TENGE,SINDI,DENİZ,2
GENİŞ,GENİŞ,TONİK,GENİŞ,3
GENİŞ,GENİŞ,GENİZ,GENİŞ,4
GENİŞ,GENİŞ,GENİŞ,GENİŞ,5
GENİŞ,GENİŞ,GENİŞ,GENİŞ,6
APACI,PAPAK,PAZEN,PARKE,1
APACI,OPERA,KOPÇA,APOŞİ,2
APACI,APACI,İPHAM,APACI,3
APACI,APACI,APACI,APACI,4
APACI,APACI,APACI,APACI,5
APACI,APACI,APACI,APACI,6
ÇAMAT,MAMAK,MAZAK,KAMAN,1
ÇAMAT,YAMAN,YAŞAM,ÇAMAT,2
ÇAMAT,DAMAT,DAMAT,ÇAMAT,3
ÇAMAT,ÇAMAT,ÇAMAT,ÇAMAT,4
ÇAMAT,ÇAMAT,ÇAMAT,ÇAMAT,5
ÇAMAT,ÇAMAT,ÇAMAT,ÇAMAT,6
MOBİL,İMBİK,KOMBİ,İMBİK,1
MOBİL,MOBİL,MOBİL,MOBİL,2
MOBİL,MOBİL,MOBİL,MOBİL,3
MOBİL,MOBİL,MOBİL,MOBİL,4
MOBİL,MOBİL,MOBİL,MOBİL,5
MOBİL,MOBİL,MOBİL,MOBİL,6
KUMCU,KEPEK,YERME,SÜREK,1
KUMCU,KOKUŞ,KUMUÇ,KOŞUL,2
KUMCU,KUMLU,KUMLU,KUMCU,3
KUMCU,KUMCU,KUMCU,KUMCU,4
KUMCU,KUMCU,KUMCU,KUMCU,5
KUMCU,KUMCU,KUMCU,KUMCU,6
OLGUN,LAMBA,AKMAZ,TALİK,1
OLGUN,KİLLİ,BİTİŞ,NÜZUL,2
OLGUN,GÜDÜL,PULCU,OLGUN,3
OLGUN,ILGIN,ÇOĞUL,OLGUN,4
OLGUN,OLGUN,OLGUN,OLGUN,5
OLGUN,OLGUN,OLGUN,OLGUN,6
JELOZ,ŞERİF,SERVİ,SERİK,1
JELOZ,PELTE,KEFNE,PELTE,2
JELOZ,JELOZ,GETTO,ÇELLO,3
JELOZ,JELOZ,JELOZ,JELOZ,4
JELOZ,JELOZ,JELOZ,JELOZ,5
JELOZ,JELOZ,JELOZ,JELOZ,6
VURMA,KARAR,VARAN,MİRAT,1
VURMA,TORNA,VURMA,BAREM,2
VURMA,HURMA,VURMA,KURMA,3
VURMA,VURMA,VURMA,HURMA,4
VURMA,VURMA,VURMA,VURMA,5
VURMA,VURMA,VURMA,VURMA,6
İNKAR,HANAK,SUNAK,YANAK,1
İNKAR,NİKAP,İNKAR,NİKAH,2
İNKAR,İNKAR,İNKAR,İNKAR,3
İNKAR,İNKAR,İNKAR,İNKAR,4
İNKAR,İNKAR,İNKAR,İNKAR,5
İNKAR,İNKAR,İNKAR,İNKAR,6
KEREM,KEPİR,REFLÜ,KERİM,1
KEREM,KERDE,ÇERÇİ,KEREM,2
KEREM,KEREM,PERDE,KEREM,3
KEREM,KEREM,GEREN,KEREM,4
KEREM,KEREM,MERET,KEREM,5
KEREM,KEREM,VEREM,KEREM,6
BULAŞ,KALAK,SÖNÜM,KELAM,1
BULAŞ,ANLAM,ALICI,HALAS,2
BULAŞ,ISLAH,KUKLA,OĞLAN,3
BULAŞ,BULAŞ,GULAŞ,BULAŞ,4
BULAŞ,BULAŞ,BULAŞ,BULAŞ,5
BULAŞ,BULAŞ,BULAŞ,BULAŞ,6
AFŞİN,ANTİK,AFŞİN,ANTİK,1
AFŞİN,AFŞİN,AFŞİN,AFŞİN,2
AFŞİN,AFŞİN,AFŞİN,AFŞİN,3
AFŞİN,AFŞİN,AFŞİN,AFŞİN,4
AFŞİN,AFŞİN,AFŞİN,AFŞİN,5
AFŞİN,AFŞİN,AFŞİN,AFŞİN,6
CENAP,ÇANCI,CIVIK,CAİZE,1
CENAP,CENAH,CİHAT,CENAP,2
CENAP,CENAP,CELAL,CENAP,3
CENAP,CENAP,CENAP,CENAP,4
CENAP,CENAP,CENAP,CENAP,5
CENAP,CENAP,CENAP,CENAP,6
HAVUÇ,HARİÇ,MASTI,TALİM,1
HAVUÇ,HAVUÇ,HAVUZ,SABIR,2
HAVUÇ,HAVUÇ,HAVUÇ,PAZEN,3
HAVUÇ,HAVUÇ,HAVUÇ,HAHHA,4
HAVUÇ,HAVUÇ,HAVUÇ,HAVUÇ,5
HAVUÇ,HAVUÇ,HAVUÇ,HAVUÇ,6
ÇEKİK,SİLİK,MÜZİK,KERİM,1
ÇEKİK,DERİK,SADİK,ŞEKİL,2
ÇEKİK,ÇEKİK,ÇİŞİK,ÇEKİÇ,3
ÇEKİK,ÇEKİK,ÇELİK,ÇEKİK,4
ÇEKİK,ÇEKİK,ÇEKİK,ÇEKİK,5
ÇEKİK,ÇEKİK,ÇEKİK,ÇEKİK,6
DUYAR,AKŞAM,ŞINAV,İKRAM,1
DUYAR,HİTAN,İLHAK,YULAR,2
DUYAR,DEPAR,TUTAM,DUYAR,3
DUYAR,DUVAR,DUBAR,DUYAR,4
DUYAR,DUYAR,DUYAR,DUYAR,5
DUYAR,DUYAR,DUYAR,DUYAR,6
PİKAP,BOMBA,AJİTE,KELAM,1
PİKAP,CELAL,İLZAM,YUTAK,2
PİKAP,AHŞAP,PİKAP,PİKAJ,3
PİKAP,KİTAP,PİKAP,PİKAP,4
PİKAP,PİKAP,PİKAP,PİKAP,5
PİKAP,PİKAP,PİKAP,PİKAP,6
YAYIN,NARİN,SASON,LATİN,1
YAYIN,SAĞIN,MADEN,SAYIN,2
YAYIN,YALIN,HAZİN,MAYIN,3
YAYIN,YAYIN,NALIN,YAYIN,4
YAYIN,YAYIN,TAYIN,YAYIN,5
YAYIN,YAYIN,YAYIN,YAYIN,6
ABANİ,ŞAŞAA,MEYVE,MİRAT,1
ABANİ,ANANE,SİİRT,HASBİ,2
ABANİ,ABANİ,AFAZİ,ABADİ,3
ABANİ,ABANİ,AHALİ,ABANİ,4
ABANİ,ABANİ,ABADİ,ABANİ,5
ABANİ,ABANİ,ABANİ,ABANİ,6
ACICA,MARDA,VAŞAK,KARLI,1
ACICA,HOKKA,PLAZA,SIÇMA,2
ACICA,BUZLA,ACIMA,ACICA,3
ACICA,ACICA,ACICA,ACICA,4
ACICA,ACICA,ACICA,ACICA,5
ACICA,ACICA,ACICA,ACICA,6
NESİÇ,DERİN,NEHİR,ERMİN,1
NESİÇ,NESİH,NEZİF,NESİH,2
NESİÇ,NESİL,NEDİM,NESİÇ,3
NESİÇ,NESİM,NECİP,NESİÇ,4
NESİÇ,NESİÇ,NESİL,NESİÇ,5
NESİÇ,NESİÇ,NESİÇ,NESİÇ,6
KOPÇA,MARDA,ÇAMÇA,TARİK,1
KOPÇA,KOPYA,HOŞÇA,KISMA,2
KOPÇA,KOPÇA,KOPÇA,KOPÇA,3
KOPÇA,KOPÇA,KOPÇA,KOPÇA,4
KOPÇA,KOPÇA,KOPÇA,KOPÇA,5
KOPÇA,KOPÇA,KOPÇA,KOPÇA,6
SİGAR,HARAM,POMAT,TİRAN,1
SİGAR,ALTAR,DİDAR,DİYAR,2
SİGAR,DİNAR,FİLAR,FİLAR,3
SİGAR,SİGAR,SİGAR,HİSAR,4
SİGAR,SİGAR,SİGAR,SİGAR,5
SİGAR,SİGAR,SİGAR,SİGAR,6
DONLU,KANCA,ÇOLPA,TARİK,1
DONLU,NİNNİ,TONLU,SONLU,2
DONLU,YONTU,SONLU,DONLU,3
DONLU,SONLU,DONLU,DONLU,4
DONLU,DONLU,DONLU,DONLU,5
DONLU,DONLU,DONLU,DONLU,6
NİZİP,ŞAŞAA,HAZAN,TİRAN,1
NİZİP,SİSLİ,NİZİP,DİNCİ,2
NİZİP,FİTİN,NİZİP,NİZİP,3
NİZİP,NİZİP,NİZİP,NİZİP,4
NİZİP,NİZİP,NİZİP,NİZİP,5
NİZİP,NİZİP,NİZİP,NİZİP,6
DÖNGÜ,KAPAK,YANIK,KENAR,1
DÖNGÜ,ŞEREF,BÖNCE,SÜNGÜ,2
DÖNGÜ,SÜLÜS,SÖNÜŞ,DÖNGÜ,3
DÖNGÜ,ÖVÜCÜ,DÖNGÜ,DÖNGÜ,4
DÖNGÜ,DÖNGÜ,DÖNGÜ,DÖNGÜ,5
DÖNGÜ,DÖNGÜ,DÖNGÜ,DÖNGÜ,6
BADAS,ŞAŞAA,YATAY,MİRAT,1
BADAS,MASAT,SAMAN,SAHAN,2
BADAS,SAPAN,BADAS,BADAS,3
BADAS,HAVAS,BADAS,BADAS,4
BADAS,BARAS,BADAS,BADAS,5
BADAS,BADAS,BADAS,BADAS,6
ÖZDEN,KALAK,İSEVİ,MALİK,1
ÖZDEN,SEMİH,KEFEN,SEZON,2
ÖZDEN,GÜNDE,BALEN,ÖZDEN,3
ÖZDEN,ÖZDEN,TÜMEN,ÖZDEN,4
ÖZDEN,ÖZDEN,ONGEN,ÖZDEN,5
ÖZDEN,ÖZDEN,ÖZDEN,ÖZDEN,6
KERTİ,TETİK,YETİK,TETİK,1
KERTİ,KERTİ,TEPKİ,KERTİ,2
KERTİ,KERTİ,KERTİ,KERTİ,3
KERTİ,KERTİ,KERTİ,KERTİ,4
KERTİ,KERTİ,KERTİ,KERTİ,5
KERTİ,KERTİ,KERTİ,KERTİ,6
SİLLE,SİMGE,BİKES,SİNEK,1
SİLLE,SİLLE,SİZCE,SİLME,2
SİLLE,SİLLE,SİLLE,SİLLE,3
SİLLE,SİLLE,SİLLE,SİLLE,4
SİLLE,SİLLE,SİLLE,SİLLE,5
SİLLE,SİLLE,SİLLE,SİLLE,6
SİVRİ,PİSİK,İHSAN,MİSAL,1
SİVRİ,SİLAJ,SİLİS,SİNİR,2
SİVRİ,SİRMO,SİRMO,SİROZ,3
SİVRİ,SİVRİ,SİVRİ,SİVRİ,4
SİVRİ,SİVRİ,SİVRİ,SİVRİ,5
SİVRİ,SİVRİ,SİVRİ,SİVRİ,6
SERAP,VARAN,TARİH,BARİT,1
SERAP,İFRAT,ADRES,FERAĞ,2
SERAP,ABRAŞ,ESRAR,SERAP,3
SERAP,SERAP,SERAP,SERAP,4
SERAP,SERAP,SERAP,SERAP,5
SERAP,SERAP,SERAP,SERAP,6
AYYUK,KALAK,SARAK,SULAK,1
AYYUK,ATMIK,ALLIK,PAMUK,2
AYYUK,AHENK,AHENK,AYYUK,3
AYYUK,AYYUK,AYYUK,AYYUK,4
AYYUK,AYYUK,AYYUK,AYYUK,5
AYYUK,AYYUK,AYYUK,AYYUK,6
TAVİK,İBRİK,PANİK,TARİK,1
TAVİK,TALİK,HALİK,TACİK,2
TAVİK,TACİK,TAVİK,TALİK,3
TAVİK,TAVİK,TAVİK,TAVİK,4
TAVİK,TAVİK,TAVİK,TAVİK,5
TAVİK,TAVİK,TAVİK,TAVİK,6
KAYIŞ,HARAÇ,ÇAĞLA,KATIR,1
KAYIŞ,KAMGA,KAPAK,KALIŞ,2
KAYIŞ,KALIK,KAHIR,KAÇIŞ,3
KAYIŞ,KASIT,KAKIM,KAKIŞ,4
KAYIŞ,KAKIŞ,KAYIŞ,KAMIŞ,5
KAYIŞ,KAPIŞ,KAYIŞ,KAPIŞ,6
DALYA,SALLI,DONLU,SULTA,1
DALYA,DALGA,DÖLÜT,DALYA,2
DALYA,DALYA,DALIZ,DALYA,3
DALYA,DALYA,DALAŞ,DALYA,4
DALYA,DALYA,DALYA,DALYA,5
DALYA,DALYA,DALYA,DALYA,6
HAŞİR,VARİT,TAMİR,TAHİR,1
HAŞİR,MAHİR,HARİR,HACİR,2
HAŞİR,HACİR,HAŞİR,HAKİR,3
HAŞİR,HAŞİR,HAŞİR,HARİR,4
HAŞİR,HAŞİR,HAŞİR,HAŞİR,5
HAŞİR,HAŞİR,HAŞİR,HAŞİR,6
EYLEM,ENLEM,ENLEM,ENLEM,1
EYLEM,EYLEM,EYLEM,EŞLEM,2
EYLEM,EYLEM,EYLEM,EYLEM,3
EYLEM,EYLEM,EYLEM,EYLEM,4
EYLEM,EYLEM,EYLEM,EYLEM,5
EYLEM,EYLEM,EYLEM,EYLEM,6
KOKET,SETER,OTSUZ,TÜLEK,1
KOKET,UZLET,MOPET,KOKET,2
KOKET,KOKET,KOKET,KOKET,3
KOKET,KOKET,KOKET,KOKET,4
KOKET,KOKET,KOKET,KOKET,5
KOKET,KOKET,KOKET,KOKET,6
DENGE,SERİK,GERİM,SERİK,1
DENGE,DENGE,PENGÖ,DENME,2
DENGE,DENGE,DENGE,DENGE,3
DENGE,DENGE,DENGE,DENGE,4
DENGE,DENGE,DENGE,DENGE,5
DENGE,DENGE,DENGE,DENGE,6
SÖLOM,SAVCA,KESEK,SEMAN,1
SÖLOM,SELEF,SINAV,SOKUM,2
SÖLOM,SÜLUK,SÖZLÜ,SÖLOM,3
SÖLOM,SÖLOM,SÖLOM,SÖLOM,4
SÖLOM,SÖLOM,SÖLOM,SÖLOM,5
SÖLOM,SÖLOM,SÖLOM,SÖLOM,6
SARIŞ,HARİÇ,BARDA,TAMİR,1
SARIŞ,PARSA,SARİG,BARDA,2
SARIŞ,SARGI,SARIZ,SARIŞ,3
SARIŞ,SARIM,SARIŞ,SARIŞ,4
SARIŞ,SARIŞ,SARIŞ,SARIŞ,5
SARIŞ,SARIŞ,SARIŞ,SARIŞ,6
ÇIPIR,HIŞIR,ZIPIR,HIZIR,1
ÇIPIR,GICIR,ÇIPIR,GICIR,2
ÇIPIR,ÇIĞIR,ÇIPIR,ÇIĞIR,3
ÇIPIR,ÇIPIR,ÇIPIR,ÇIPIR,4
ÇIPIR,ÇIPIR,ÇIPIR,ÇIPIR,5
ÇIPIR,ÇIPIR,ÇIPIR,ÇIPIR,6
LAVAJ,ABLAK,SANIK,MALİK,1
LAVAJ,MAHAL,HALEL,NASIL,2
LAVAJ,LAVAJ,LATİF,HAVLU,3
LAVAJ,LAVAJ,LAVAŞ,LAVAJ,4
LAVAJ,LAVAJ,LAVAJ,LAVAJ,5
LAVAJ,LAVAJ,LAVAJ,LAVAJ,6
ATLET,KANCA,TELAŞ,SERAK,1
ATLET,AVŞAR,ATLET,LANET,2
ATLET,AMALI,ATLET,ATLET,3
ATLET,ALTES,ATLET,ATLET,4
ATLET,ATLET,ATLET,ATLET,5
ATLET,ATLET,ATLET,ATLET,6
GÖMEÇ,GÖLEK,KÖPEK,GÖLEK,1
GÖMEÇ,GÖVEM,GÖĞEM,GÖĞEM,2
GÖMEÇ,GÖMEÇ,GÖMEÇ,GÖMEÇ,3
GÖMEÇ,GÖMEÇ,GÖMEÇ,GÖMEÇ,4
GÖMEÇ,GÖMEÇ,GÖMEÇ,GÖMEÇ,5
GÖMEÇ,GÖMEÇ,GÖMEÇ,GÖMEÇ,6
SİVAS,KAPAK,DUYAR,KARIN,1
SİVAS,ALTAR,NİSAİ,İSLAV,2
SİVAS,İNSAN,SİLAJ,SİVAS,3
SİVAS,SİVAS,SİVAS,SİVAS,4
SİVAS,SİVAS,SİVAS,SİVAS,5
SİVAS,SİVAS,SİVAS,SİVAS,6
BAMBU,HARAÇ,TAKVA,TARİK,1
BAMBU,KALMA,CASUS,SALMA,2
BAMBU,MAOCU,BAMBU,MAHFE,3
BAMBU,BAMBU,BAMBU,BAMBU,4
BAMBU,BAMBU,BAMBU,BAMBU,5
BAMBU,BAMBU,BAMBU,BAMBU,6
RUHLU,MUHİK,RUHÇU,MUHİL,1
RUHLU,RUHLU,RUHLU,RUHLU,2
RUHLU,RUHLU,RUHLU,RUHLU,3
RUHLU,RUHLU,RUHLU,RUHLU,4
RUHLU,RUHLU,RUHLU,RUHLU,5
RUHLU,RUHLU,RUHLU,RUHLU,6
POSTA,PARÇA,KEPÇE,PARKE,1
POSTA,POMPA,GIYAP,POMAT,2
POSTA,PONZA,SALPA,POSTA,3
POSTA,POSTA,POSTA,POSTA,4
POSTA,POSTA,POSTA,POSTA,5
POSTA,POSTA,POSTA,POSTA,6
FÜSUN,KARUN,ÇAPUT,KARUN,1
FÜSUN,TOSUN,KORUN,YOSUN,2
FÜSUN,FÜSUN,DÜYUN,EFSUN,3
FÜSUN,FÜSUN,FÜSUN,FÜSUN,4
FÜSUN,FÜSUN,FÜSUN,FÜSUN,5
FÜSUN,FÜSUN,FÜSUN,FÜSUN,6
