Target Word,AI Prediction,Rule-Based Prediction,Entropy Prediction,Steps
CLADS,CLASS,CLADS,CLADS,6
KAPPA,TAPET,RAPPE,RAPPE,1
KAPPA,MAPAU,NAPPY,LAPPY,2
KAPPA,DAPPY,KAPPA,TAPPA,3
KAPPA,NAPPA,KAPPA,NAPPA,4
KAPPA,LAPPA,KAPPA,KAPPA,5
KAPPA,KAPPA,KAPPA,KAPPA,6
ARMET,PARED,AHURU,ROATE,1
ARMET,ARTER,AREAD,TARED,2
ARMET,ARMET,ARVEE,APTER,3
ARMET,ARMET,ARRET,ARMET,4
ARMET,ARMET,ARMET,ARMET,5
ARMET,ARMET,ARMET,ARMET,6
GOBAN,BOBAC,BHANG,TRAIL,1
GOBAN,LOBAR,GOBAN,CONGA,2
GOBAN,GOBAN,GOBAN,GOBAN,3
GOBAN,GOBAN,GOBAN,GOBAN,4
GOBAN,GOBAN,GOBAN,GOBAN,5
GOBAN,GOBAN,GOBAN,GOBAN,6
GYROS,SOOTS,DORIS,TOILS,1
GYROS,PISOS,PUROS,DROPS,2
GYROS,DUROS,GYROS,GYROS,3
GYROS,GYROS,GYROS,GYROS,4
GYROS,GYROS,GYROS,GYROS,5
GYROS,GYROS,GYROS,GYROS,6
RONDE,RACED,YONNY,MORAE,1
RONDE,REEDE,NONCE,LOURE,2
RONDE,RONDE,LONGE,RONNE,3
RONDE,RONDE,MONDE,RONDE,4
RONDE,RONDE,RONDE,RONDE,5
RONDE,RONDE,RONDE,RONDE,6
LOBUS,POPES,COLDS,NOLES,1
LOBUS,BOOKS,GOALS,LOOMS,2
LOBUS,COMBS,LOOPS,LOUIS,3
LOBUS,GOBIS,LOUIS,LOBUS,4
LOBUS,LOBUS,LOBUS,LOBUS,5
LOBUS,LOBUS,LOBUS,LOBUS,6
WITHE,SONES,SUJEE,TONES,1
WITHE,WEETE,HEFTE,FITTE,2
WITHE,WITHE,THINE,KITHE,3
WITHE,WITHE,WITHE,HITHE,4
WITHE,WITHE,WITHE,WITHE,5
WITHE,WITHE,WITHE,WITHE,6
VARUS,TARES,VARUS,DARNS,1
VARUS,MARKS,VARUS,MARKS,2
VARUS,NARIS,VARUS,TARES,3
VARUS,JARLS,VARUS,FARLS,4
VARUS,HAROS,VARUS,SARIS,5
VARUS,SARDS,VARUS,CARBS,6
POUPE,OFFIE,DUETT,TOILE,1
POUPE,POMME,POUKE,POUCE,2
POUPE,POOVE,POUCE,POUKE,3
POUPE,POGUE,POUPE,POUPE,4
POUPE,POULE,POUPE,POUPE,5
POUPE,POUPE,POUPE,POUPE,6
EXEME,BODED,GRAZE,TALER,1
EXEME,ARERE,MOULE,POUCE,2
EXEME,FLEME,PHEME,EMYDE,3
EXEME,PHEME,EXEME,EXEME,4
EXEME,EXEME,EXEME,EXEME,5
EXEME,EXEME,EXEME,EXEME,6
UNLID,UNLIT,UNPLY,UNOLD,1
UNLID,UNLID,UNLIT,UNLID,2
UNLID,UNLID,UNLID,UNLID,3
UNLID,UNLID,UNLID,UNLID,4
UNLID,UNLID,UNLID,UNLID,5
UNLID,UNLID,UNLID,UNLID,6
EBOOK,CADEE,HADED,TARED,1
EBOOK,ERGOT,OVERT,MONPE,2
EBOOK,EMBOW,BOWNE,EWHOW,3
EBOOK,EBOOK,EBOOK,EBOOK,4
EBOOK,EBOOK,EBOOK,EBOOK,5
EBOOK,EBOOK,EBOOK,EBOOK,6
RERIG,PORED,BURKE,NORIE,1
RERIG,NERVE,FOREX,DERIG,2
RERIG,FERRY,MERRY,RERIG,3
RERIG,MERIL,JERID,RERIG,4
RERIG,CERIC,RERIG,RERIG,5
RERIG,RERIG,RERIG,RERIG,6
MIAOU,TSARS,QUAIS,SLART,1
MIAOU,BIALY,URARI,NGAIO,2
MIAOU,KIANG,MIAUL,MIAOU,3
MIAOU,MIAOU,MIAOU,MIAOU,4
MIAOU,MIAOU,MIAOU,MIAOU,5
MIAOU,MIAOU,MIAOU,MIAOU,6
XERUS,SABES,VELAR,TARES,1
XERUS,TEETS,RETCH,PERNS,2
XERUS,PERLS,JERID,HERBS,3
XERUS,FERNS,FERES,SERFS,4
XERUS,HERDS,PERPS,DERVS,5
XERUS,XERUS,XERUS,XERUS,6
DORKY,DOPES,DOWSE,DOLES,1
DORKY,DOODY,DOOMY,DORMY,2
DORKY,DOLLY,DODDY,DORKY,3
DORKY,DORKY,DORKY,DORKY,4
DORKY,DORKY,DORKY,DORKY,5
DORKY,DORKY,DORKY,DORKY,6
SEVEN,SAAGS,AGUTI,TALES,1
SEVEN,STEDE,NEEDS,SINED,2
SEVEN,SELFY,SEVEN,SEWEN,3
SEVEN,SEMEN,SEVEN,SEMEN,4
SEVEN,SEWEN,SEVEN,SEVEN,5
SEVEN,SEVEN,SEVEN,SEVEN,6
SHOOL,SHOTS,PSYCH,SHOTE,1
SHOOL,SHORE,GOSHT,SHOWN,2
SHOOL,SHOWY,DHOLS,SHOOS,3
SHOOL,SHOON,SHORL,SHOOK,4
SHOOL,SHOOL,SHOOL,SHOOL,5
SHOOL,SHOOL,SHOOL,SHOOL,6
GUSTS,TULES,DULLS,LUMAS,1
GUSTS,MUTTS,BUNAS,DUETS,2
GUSTS,BUNTS,GUMPS,FUSTS,3
GUSTS,OUSTS,GUESS,OUSTS,4
GUSTS,JUSTS,GUFFS,GUSTS,5
GUSTS,GUSTS,GUSTS,GUSTS,6
DOMAL,BEDAD,GRADE,LEARN,1
DOMAL,DOTAL,ULNAD,PODAL,2
DOMAL,DOMAL,PODAL,DOTAL,3
DOMAL,DOMAL,DOTAL,DOGAL,4
DOMAL,DOMAL,DOMAL,DOMAL,5
DOMAL,DOMAL,DOMAL,DOMAL,6
AMBLE,BARED,PLAGE,ARLED,1
AMBLE,AMEBA,FARLE,ALIVE,2
AMBLE,AMBLE,AXILE,AMOLE,3
AMBLE,AMBLE,AZOLE,AMPLE,4
AMBLE,AMBLE,ADDLE,AMBLE,5
AMBLE,AMBLE,ABELE,AMBLE,6
ASSAM,ANOAS,ADMIX,ALIOS,1
ASSAM,ASSAM,ALAMO,AGAST,2
ASSAM,ASSAM,ASSAM,ASSAM,3
ASSAM,ASSAM,ASSAM,ASSAM,4
ASSAM,ASSAM,ASSAM,ASSAM,5
ASSAM,ASSAM,ASSAM,ASSAM,6
PEKEA,KADES,STIRK,KAIES,1
PEKEA,ANKER,DEKED,ANKER,2
PEKEA,PEKEA,PEKEA,PEKEA,3
PEKEA,PEKEA,PEKEA,PEKEA,4
PEKEA,PEKEA,PEKEA,PEKEA,5
PEKEA,PEKEA,PEKEA,PEKEA,6
CRORE,COOEE,COHOG,CURIE,1
CRORE,CRONE,CLOUT,CROME,2
CRORE,CRORE,CROME,CRORE,3
CRORE,CRORE,CRORE,CRORE,4
CRORE,CRORE,CRORE,CRORE,5
CRORE,CRORE,CRORE,CRORE,6
TEGUS,TEETS,SEKTS,TEARS,1
TEGUS,TEADS,TEALS,TENTS,2
TEGUS,TERMS,TENDS,TEELS,3
TEGUS,TEGUS,TEGGS,TEGGS,4
TEGUS,TEGUS,TEGUS,TEGUS,5
TEGUS,TEGUS,TEGUS,TEGUS,6
KEPIS,SONES,NICKS,TOLES,1
KEPIS,BEETS,SKIPS,DENIS,2
KEPIS,KELLS,KEPIS,KEPIS,3
KEPIS,KECKS,KEPIS,KEPIS,4
KEPIS,KEPIS,KEPIS,KEPIS,5
KEPIS,KEPIS,KEPIS,KEPIS,6
OHONE,TOILE,ETTLE,TOILE,1
OHONE,SCONE,WEISE,SHOPE,2
OHONE,OHONE,GNOME,CHODE,3
OHONE,OHONE,NOOVE,OHONE,4
OHONE,OHONE,PHONE,OHONE,5
OHONE,OHONE,OHONE,OHONE,6
OLDEN,NODED,CODON,LODEN,1
OLDEN,OLDEN,OLDEN,OLDEN,2
OLDEN,OLDEN,OLDEN,OLDEN,3
OLDEN,OLDEN,OLDEN,OLDEN,4
OLDEN,OLDEN,OLDEN,OLDEN,5
OLDEN,OLDEN,OLDEN,OLDEN,6
PASTE,POSSE,TARSE,AROSE,1
PASTE,PASTE,PASTE,PASTE,2
PASTE,PASTE,PASTE,PASTE,3
PASTE,PASTE,PASTE,PASTE,4
PASTE,PASTE,PASTE,PASTE,5
PASTE,PASTE,PASTE,PASTE,6
PITHS,SIRES,FIRKS,TIRES,1
PITHS,MITAS,PIUMS,MITAS,2
PITHS,KITHS,PIPES,PITHS,3
PITHS,PITHS,PISOS,PITHS,4
PITHS,PITHS,PIAIS,PITHS,5
PITHS,PITHS,PITHS,PITHS,6
VIAND,SABES,RUNUP,TARES,1
VIAND,AUDAD,DAMNS,MUNIA,2
VIAND,CHARD,VIAND,AHIND,3
VIAND,VIAND,VIAND,VIAND,4
VIAND,VIAND,VIAND,VIAND,5
VIAND,VIAND,VIAND,VIAND,6
RIFTE,REEDE,FIBER,TIRED,1
RIFTE,RINGE,RIFTE,LITRE,2
RIFTE,RITHE,RIFTE,RIFTE,3
RIFTE,RIFTE,RIFTE,RIFTE,4
RIFTE,RIFTE,RIFTE,RIFTE,5
RIFTE,RIFTE,RIFTE,RIFTE,6
KIANG,PAANS,WHINS,SAINE,1
KIANG,BRANE,GARNI,LIANG,2
KIANG,ALANT,KIANG,KIANG,3
KIANG,KIANG,KIANG,KIANG,4
KIANG,KIANG,KIANG,KIANG,5
KIANG,KIANG,KIANG,KIANG,6
CRINK,CRANS,CROAK,CRIOS,1
CRINK,CRINK,CRUCK,CRINK,2
CRINK,CRINK,CRINK,CRINK,3
CRINK,CRINK,CRINK,CRINK,4
CRINK,CRINK,CRINK,CRINK,5
CRINK,CRINK,CRINK,CRINK,6
FIXIT,SABOT,SCOOT,ROAST,1
FIXIT,DICHT,TRATT,TINCT,2
FIXIT,PIPIT,PHPHT,DIXIT,3
FIXIT,ZIZIT,DIXIT,FIXIT,4
FIXIT,FIXIT,FIXIT,FIXIT,5
FIXIT,FIXIT,FIXIT,FIXIT,6
HAWED,MARDY,MAAED,TALER,1
HAWED,EANED,LADED,WANEY,2
HAWED,LAKED,BANED,HAWED,3
HAWED,WAGED,PAWED,HAWED,4
HAWED,TAWED,TAWED,HAWED,5
HAWED,HAWED,DAWED,HAWED,6
POTED,POLER,PUKED,PILER,1
POTED,POOEY,PYXED,POKED,2
POTED,POTED,PILED,POOED,3
POTED,POTED,POOED,POTED,4
POTED,POTED,POHED,POTED,5
POTED,POTED,PORED,POTED,6
ZOIST,SHITE,GUISE,STILE,1
ZOIST,ZOIST,NOISY,MOIST,2
ZOIST,ZOIST,MOIST,JOIST,3
ZOIST,ZOIST,JOIST,HOIST,4
ZOIST,ZOIST,ZOIST,ZOIST,5
ZOIST,ZOIST,ZOIST,ZOIST,6
RATED,BARED,ACTED,WARED,1
RATED,RAKED,LATED,RAKED,2
RATED,RATED,GATED,RAYED,3
RATED,RATED,MATED,RACED,4
RATED,RATED,BATED,RAGED,5
RATED,RATED,FATED,RAZED,6
CUNEI,SEEDS,BIVVY,TILES,1
CUNEI,MINGE,EQUID,INDEW,2
CUNEI,CUNEI,UNITE,CUNEI,3
CUNEI,CUNEI,CUNEI,CUNEI,4
CUNEI,CUNEI,CUNEI,CUNEI,5
CUNEI,CUNEI,CUNEI,CUNEI,6
SCOUG,SCOPS,ACROS,ACROS,1
SCOUG,SCORE,SCOFF,SCOUP,2
SCOUG,SCOOT,SCOTE,SCOUG,3
SCOUG,SCODY,SCOWL,SCOUG,4
SCOUG,SCOUG,SCODY,SCOUG,5
SCOUG,SCOUG,SCOUG,SCOUG,6
EIDER,BAAED,DAWED,RAILE,1
EIDER,CIDER,INDEX,TIRED,2
EIDER,EIDER,HIDER,CIDER,3
EIDER,EIDER,RIDER,BIDER,4
EIDER,EIDER,BIDER,EIDER,5
EIDER,EIDER,CIDER,EIDER,6
OLEIN,LOCIE,OLEIC,OLEIN,1
OLEIN,OLEIN,OLEIN,OLEIN,2
OLEIN,OLEIN,OLEIN,OLEIN,3
OLEIN,OLEIN,OLEIN,OLEIN,4
OLEIN,OLEIN,OLEIN,OLEIN,5
OLEIN,OLEIN,OLEIN,OLEIN,6
PLENA,ALBAS,ABLET,PLEAS,1
PLENA,PLANE,PLENA,PLENA,2
PLENA,PLENA,PLENA,PLENA,3
PLENA,PLENA,PLENA,PLENA,4
PLENA,PLENA,PLENA,PLENA,5
PLENA,PLENA,PLENA,PLENA,6
SCOBE,STELE,SNIDE,STILE,1
SCOBE,SPINE,SKYTE,SCONE,2
SCOBE,SOUSE,SOLVE,SCOBE,3
SCOBE,SHOVE,SCOPE,SCOBE,4
SCOBE,SMOKE,SCOBE,SCOBE,5
SCOBE,SCOBE,SCOBE,SCOBE,6
PIMPS,SCABS,SPOOR,LARIS,1
PIMPS,DOOMS,CLAPS,KINOS,2
PIMPS,MIRKS,JUMPS,GISMS,3
PIMPS,LIMNS,DIMPS,SIMPS,4
PIMPS,GIMPS,PIMPS,PIMPS,5
PIMPS,PIMPS,PIMPS,PIMPS,6
MOILS,SOOTS,SNOWK,TOILS,1
MOILS,COLLS,COMUS,SOILS,2
MOILS,MOILS,MOHOS,FOILS,3
MOILS,MOILS,MOLDS,MOILS,4
MOILS,MOILS,MOILS,MOILS,5
MOILS,MOILS,MOILS,MOILS,6
DUANS,SABES,CAVIE,TARES,1
DUANS,DUADS,AMAUT,PIANS,2
DUANS,DUARS,QUAWS,GYANS,3
DUANS,DUANS,DUADS,SCANS,4
DUANS,DUANS,DUANS,DUANS,5
DUANS,DUANS,DUANS,DUANS,6
VAWTE,SAFES,AGAZE,TARES,1
VAWTE,MATTE,NAPPE,MATHE,2
VAWTE,WAITE,TASTE,VAWTE,3
VAWTE,VAWTE,MATTE,VAWTE,4
VAWTE,VAWTE,CARTE,VAWTE,5
VAWTE,VAWTE,VAWTE,VAWTE,6
THANX,RANNS,DIANA,TAINS,1
THANX,ANANA,SLANT,THANG,2
THANX,MOANY,THANG,THANX,3
THANX,CHANT,THANX,THANX,4
THANX,THANG,THANX,THANX,5
THANX,THANX,THANX,THANX,6
DUOMO,ROODS,FICUS,TORES,1
DUOMO,BLOOD,UMBLE,CIBOL,2
DUOMO,DHOTI,MUZZY,KHOUM,3
DUOMO,DUOMO,TUMOR,DUOMO,4
DUOMO,DUOMO,DUOMO,DUOMO,5
DUOMO,DUOMO,DUOMO,DUOMO,6
FANCY,SABES,TUSKS,TALES,1
FANCY,NAMAZ,NELIA,MANKY,2
FANCY,TANKY,PANCH,NANCY,3
FANCY,FANCY,FANCY,FANCY,4
FANCY,FANCY,FANCY,FANCY,5
FANCY,FANCY,FANCY,FANCY,6
JINGO,SPOOR,FLONG,SALON,1
JINGO,MAILO,ZYGON,PRONG,2
JINGO,JINGO,SANGO,DINGO,3
JINGO,JINGO,DINGO,JINGO,4
JINGO,JINGO,BINGO,JINGO,5
JINGO,JINGO,JINGO,JINGO,6
MEWED,RARES,MOBEE,SARED,1
MEWED,MOLED,MUREX,OILED,2
MEWED,MINED,MAMEY,UNWED,3
MEWED,MEWED,MEVES,PEWED,4
MEWED,MEWED,MENED,DEWED,5
MEWED,MEWED,MEWED,MEWED,6
IGGED,SEEDS,WEEMS,TARES,1
IGGED,DARED,CAREX,WIDEN,2
IGGED,CITED,DYKED,ICHED,3
IGGED,INKED,HIVED,IMBED,4
IGGED,IGGED,INNED,IGGED,5
IGGED,IGGED,IGGED,IGGED,6
KESTS,SABES,THACK,TARES,1
KESTS,DEETS,SEKTS,PLETS,2
KESTS,RESTS,KEETS,FESTS,3
KESTS,FESTS,KESTS,VESTS,4
KESTS,HESTS,KESTS,WESTS,5
KESTS,JESTS,KESTS,BESTS,6
DOSED,TOSSY,BOSSA,SOYLE,1
DOSED,MOSED,GOSHT,DOSEH,2
DOSED,LOSED,MOSED,DOSED,3
DOSED,DOSED,DOSED,DOSED,4
DOSED,DOSED,DOSED,DOSED,5
DOSED,DOSED,DOSED,DOSED,6
GAMER,RARES,MARES,MARES,1
GAMER,PAVER,NAMER,NAMER,2
GAMER,WAXER,GAMER,GAMER,3
GAMER,MAZER,GAMER,GAMER,4
GAMER,NAMER,GAMER,GAMER,5
GAMER,GAMER,GAMER,GAMER,6
CAWKS,MANAS,PAGAN,LANTS,1
CAWKS,SALTS,SAUTS,MAIKS,2
CAWKS,KAIKS,KAILS,CAWKS,3
CAWKS,WACKS,HAWKS,CAWKS,4
CAWKS,CAWKS,BAWKS,CAWKS,5
CAWKS,CAWKS,DAWKS,CAWKS,6
THEES,RALES,DOGES,RALES,1
THEES,TOTES,TUBES,TONES,2
THEES,TINES,TREES,TIMES,3
THEES,THEES,THEES,TUXES,4
THEES,THEES,THEES,TETES,5
THEES,THEES,THEES,THEES,6
MITRE,SETER,MOTTE,TARES,1
MITRE,TITRE,MITIE,RETIE,2
MITRE,MITRE,MITRE,NITRE,3
MITRE,MITRE,MITRE,MITRE,4
MITRE,MITRE,MITRE,MITRE,5
MITRE,MITRE,MITRE,MITRE,6
GHUSL,SAUNT,SLURB,SAUNT,1
GHUSL,BOUSY,LOUSY,BRUSH,2
GHUSL,CRUSH,GHUSL,GHUSL,3
GHUSL,GHUSL,GHUSL,GHUSL,4
GHUSL,GHUSL,GHUSL,GHUSL,5
GHUSL,GHUSL,GHUSL,GHUSL,6
WITHY,TARDY,CHIRK,PARTI,1
WITHY,BUTTY,HUMID,DICHT,2
WITHY,PITHY,BIGHA,WITHY,3
WITHY,WITHY,WITHY,WITHY,4
WITHY,WITHY,WITHY,WITHY,5
WITHY,WITHY,WITHY,WITHY,6
BROOD,SONES,FLIES,TORES,1
BROOD,OVOLO,BURRO,CROON,2
BROOD,CROUT,BROCK,DROOB,3
BROOD,BROOK,BROOD,BROOD,4
BROOD,BROOM,BROOD,BROOD,5
BROOD,BROOD,BROOD,BROOD,6
AMICE,APACE,SPACE,PLACE,1
AMICE,AMICE,AMICE,AMICE,2
AMICE,AMICE,AMICE,AMICE,3
AMICE,AMICE,AMICE,AMICE,4
AMICE,AMICE,AMICE,AMICE,5
AMICE,AMICE,AMICE,AMICE,6
SUPED,SCAFF,MUSAR,SPAER,1
SUPED,SEDGE,SUKUK,SHLEP,2
SUPED,SPEED,SUDSY,SUPED,3
SUPED,SUPED,SUPED,SUPED,4
SUPED,SUPED,SUPED,SUPED,5
SUPED,SUPED,SUPED,SUPED,6
CODER,SPEER,BREER,SUTOR,1
CODER,NOTER,SORER,MOWER,2
CODER,LOWER,HONER,DOPER,3
CODER,ROVER,COYER,CODER,4
CODER,FOYER,COVER,CODER,5
CODER,MOKER,CODER,CODER,6
GLEIS,SPESH,UMPIE,SNORE,1
GLEIS,RUERS,ENFIX,GLEIS,2
GLEIS,OMENS,SHEIK,GLEIS,3
GLEIS,CIELS,BREIS,GLEIS,4
GLEIS,GLEIS,LWEIS,GLEIS,5
GLEIS,GLEIS,VLEIS,GLEIS,6
PERPS,PEDES,PERVE,PERIS,1
PERPS,PEERS,PERCS,PERNS,2
PERPS,PERTS,PERNS,PERVS,3
PERPS,PERLS,PERTS,PERES,4
PERPS,PERIS,PERPS,PERFS,5
PERPS,PERMS,PERPS,PERPS,6
COYED,SOLES,BONED,LOSED,1
COYED,CONED,POSED,POHED,2
COYED,COWED,MOVED,BOWED,3
COYED,COVED,LOXED,CONED,4
COYED,COXED,WOOED,COOED,5
COYED,COYED,CODED,COVED,6
WHINS,SEIFS,GUISE,TEINS,1
WHINS,UNIOS,SNITS,SHINS,2
WHINS,PYINS,CHINS,CHINS,3
WHINS,THINS,WHINS,WHINS,4
WHINS,WHINS,WHINS,WHINS,5
WHINS,WHINS,WHINS,WHINS,6
HOLEY,POOEY,CHECK,ROUET,1
HOLEY,MOTEY,MOHEL,MOLED,2
HOLEY,ROKEY,HOLED,COLEY,3
HOLEY,HOLEY,HOLEY,POLEY,4
HOLEY,HOLEY,HOLEY,FOLEY,5
HOLEY,HOLEY,HOLEY,HOLEY,6
LOOED,SONES,NOLLS,NOLES,1
LOOED,COTED,YOKEL,MODEL,2
LOOED,LOWED,LOXED,LOPED,3
LOOED,LOVED,LOWED,LOUED,4
LOOED,LOXED,LOUED,LOWED,5
LOOED,LOUED,LOVED,LOVED,6
AZOTH,AMITY,AUNTY,AGITA,1
AZOTH,AORTA,ARITH,AZOTH,2
AZOTH,AZOTH,AZOTH,AZOTH,3
AZOTH,AZOTH,AZOTH,AZOTH,4
AZOTH,AZOTH,AZOTH,AZOTH,5
AZOTH,AZOTH,AZOTH,AZOTH,6
NAZES,SOLES,KAIES,TALES,1
NAZES,TATES,LAMES,MANES,2
NAZES,HAKES,NATES,NAPES,3
NAZES,WAMES,NAGES,NABES,4
NAZES,VANES,NAVES,NAVES,5
NAZES,NAZES,NABES,NAZES,6
VEALS,ACCAS,SWAMP,TEARS,1
VEALS,SEATS,DIALS,LEANS,2
VEALS,REARS,ZEALS,ZEALS,3
VEALS,DEALS,VEALS,HEALS,4
VEALS,FEALS,VEALS,MEALS,5
VEALS,HEALS,VEALS,SEALS,6
PACAS,SAMAS,ALGOS,NAILS,1
PACAS,NALAS,WATTS,TAPUS,2
PACAS,VATAS,KAVAS,MAWPS,3
PACAS,KAKAS,MAZAS,PACOS,4
PACAS,JAGAS,CACAS,PACKS,5
PACAS,HAHAS,PACAS,PACAS,6
PLOMB,SABES,PAHOS,TARES,1
PLOMB,BLOOP,PLOCK,MILCH,2
PLOMB,PLOMB,PLOTZ,BLOOM,3
PLOMB,PLOMB,PLORE,PLOMB,4
PLOMB,PLOMB,PLOMB,PLOMB,5
PLOMB,PLOMB,PLOMB,PLOMB,6
OVOLI,POOTY,BUXOM,COLIN,1
OVOLI,KNOLL,OCTLI,OBOLI,2
OVOLI,CHOLI,OVOLI,OVOLI,3
OVOLI,OBOLI,OVOLI,OVOLI,4
OVOLI,OVOLI,OVOLI,OVOLI,5
OVOLI,OVOLI,OVOLI,OVOLI,6
SIDES,SEEDS,TESTE,TILES,1
SIDES,SIDES,FIEFS,PINES,2
SIDES,SIDES,PIXES,VIBES,3
SIDES,SIDES,GIVES,FIDES,4
SIDES,SIDES,HIKES,HIDES,5
SIDES,SIDES,ZINES,SIDES,6
RAXED,ROBED,BEWDY,RAILE,1
RAXED,RATED,DOLEE,RATED,2
RAXED,RAZED,RAPED,RAKED,3
RAXED,RAKED,RARED,RAPED,4
RAXED,RAHED,RAHED,RAYED,5
RAXED,RAGED,RAZED,RACED,6
DROLE,ANOLE,CHOIL,AHOLD,1
DROLE,DOOLE,LOOBY,DROLE,2
DROLE,DROLE,OKOLE,DROLE,3
DROLE,DROLE,PROLE,DROLE,4
DROLE,DROLE,DROLE,DROLE,5
DROLE,DROLE,DROLE,DROLE,6
ABENG,PACED,AGRIN,RAINE,1
ABENG,BIGAE,AMONG,MEANT,2
ABENG,ABENG,ABENG,POENA,3
ABENG,ABENG,ABENG,ABENG,4
ABENG,ABENG,ABENG,ABENG,5
ABENG,ABENG,ABENG,ABENG,6
FRAPE,OFFED,PETRE,RANED,1
FRAPE,FEHME,GROPE,PEART,2
FRAPE,FRATE,CRIPE,CRAPE,3
FRAPE,FRAPE,DRAPE,FRAPE,4
FRAPE,FRAPE,FRAPE,FRAPE,5
FRAPE,FRAPE,FRAPE,FRAPE,6
LUBES,TUNES,DUPES,DULES,1
LUBES,PULES,TULES,LUNES,2
LUBES,LUXES,LUNES,LUCES,3
LUBES,LUGES,LUGES,LUTES,4
LUBES,LUDES,LUCES,LUGES,5
LUBES,LUCES,LUXES,LUXES,6
JAMES,SALES,GIVES,DALES,1
JAMES,TASES,BOXES,TAMES,2
JAMES,NAMES,LUTES,NAMES,3
JAMES,CAMES,JAPES,CAMES,4
JAMES,HAMES,JAMES,FAMES,5
JAMES,GAMES,JAMES,WAMES,6
MANOS,BATOS,UNIOS,TAROS,1
MANOS,NANOS,KENOS,MADOS,2
MANOS,MANOS,MANOS,MAYOS,3
MANOS,MANOS,MANOS,MANOS,4
MANOS,MANOS,MANOS,MANOS,5
MANOS,MANOS,MANOS,MANOS,6
RUFUS,SAFES,RUFUS,SOFAR,1
RUFUS,DUFUS,RUFUS,RUFFS,2
RUFUS,RUFUS,RUFUS,RUFUS,3
RUFUS,RUFUS,RUFUS,RUFUS,4
RUFUS,RUFUS,RUFUS,RUFUS,5
RUFUS,RUFUS,RUFUS,RUFUS,6
SEERS,TREES,TRECK,SLEPT,1
SEERS,SEERS,LEERS,SKENS,2
SEERS,SEERS,JEERS,SWEES,3
SEERS,SEERS,VEERS,SUERS,4
SEERS,SEERS,BEERS,SEERS,5
SEERS,SEERS,FEERS,SEERS,6
LAWED,BARER,MOTEN,LADER,1
LAWED,TAWED,REFEL,LAXED,2
LAWED,LAWED,LAYED,LAKED,3
LAWED,LAWED,LADED,LAYED,4
LAWED,LAWED,LAWED,LANED,5
LAWED,LAWED,LAWED,LATED,6
GURUS,SORNS,RISKS,TIROS,1
GURUS,BURPS,PROBS,BURLS,2
GURUS,CURLS,CURNS,GURKS,3
GURUS,GURKS,TURMS,GURNS,4
GURUS,GURUS,GURUS,GURUS,5
GURUS,GURUS,GURUS,GURUS,6
MISTY,SOOTE,SMOOT,STILE,1
MISTY,DUSTY,TEMSE,MISTY,2
MISTY,FISTY,MISTY,MISTY,3
MISTY,MISTY,MISTY,MISTY,4
MISTY,MISTY,MISTY,MISTY,5
MISTY,MISTY,MISTY,MISTY,6
KCALS,SEARS,SWARD,SPALE,1
KCALS,ALANS,YSAME,DIALS,2
KCALS,MGALS,PIAIS,MGALS,3
KCALS,DIALS,KNAGS,CHALS,4
KCALS,KCALS,KCALS,KCALS,5
KCALS,KCALS,KCALS,KCALS,6
UTERO,SOUTS,DUTCH,ROTES,1
UTERO,OUTRO,BRUST,OVERT,2
UTERO,UTERO,VIRTU,UTERO,3
UTERO,UTERO,UTERO,UTERO,4
UTERO,UTERO,UTERO,UTERO,5
UTERO,UTERO,UTERO,UTERO,6
MOTTY,POOAY,UPDRY,CORAL,1
MOTTY,BORTY,WOOZY,BOTHY,2
MOTTY,DOTTY,JOLLY,TOTTY,3
MOTTY,HOTTY,MOAKY,DOTTY,4
MOTTY,JOTTY,MOTHY,POTTY,5
MOTTY,MOTTY,MOTTY,MOTTY,6
QOPHS,SORES,PHUTS,TORES,1
QOPHS,BOOKS,HEMPS,MONKS,2
QOPHS,CONNS,KOPHS,DOUPS,3
QOPHS,DOUPS,SOPHS,QOPHS,4
QOPHS,POVOS,QOPHS,QOPHS,5
QOPHS,TOPIS,QOPHS,QOPHS,6
EKING,SAINS,PRIAN,SAINE,1
EKING,PRING,NEIGH,REINK,2
EKING,EHING,EKING,EKING,3
EKING,EYING,EKING,EKING,4
EKING,EKING,EKING,EKING,5
EKING,EKING,EKING,EKING,6
DIVAS,FANDS,DAHIS,DARIS,1
DIVAS,DOABS,DIYAS,DIVAS,2
DIVAS,DISAS,DIVAS,DIVAS,3
DIVAS,DITAS,DIVAS,DIVAS,4
DIVAS,DIKAS,DIVAS,DIVAS,5
DIVAS,DIVAS,DIVAS,DIVAS,6
DUDED,SOLES,MEWED,DOLES,1
DUDED,TINED,OOZED,DIKED,2
DUDED,DEKED,TIDED,DUDED,3
DUDED,DUPED,DUDED,DUDED,4
DUDED,DUDED,DUDED,DUDED,5
DUDED,DUDED,DUDED,DUDED,6
DRICE,RORES,CREIN,DORES,1
DRICE,PREVE,GRICE,DRICE,2
DRICE,GRIME,DRICE,DRICE,3
DRICE,CRINE,DRICE,DRICE,4
DRICE,DRICE,DRICE,DRICE,5
DRICE,DRICE,DRICE,DRICE,6
FLUTY,SCABS,PICAS,TAILS,1
FLUTY,MILTY,WUDDY,PLUTY,2
FLUTY,PLUTY,FLUTY,FLUTY,3
FLUTY,FLUTY,FLUTY,FLUTY,4
FLUTY,FLUTY,FLUTY,FLUTY,5
